x-axis,1,2
second,Volt,Volt
-500.0025E-06,+496.9E-03,+166.7972681E-03
-499.5025E-06,+496.9E-03,+166.8357449E-03
-499.0025E-06,+497.0E-03,+166.8748076E-03
-498.5025E-06,+497.1E-03,+166.9138703E-03
-498.0025E-06,+497.1E-03,+166.9529330E-03
-497.5025E-06,+497.2E-03,+166.9919957E-03
-497.0025E-06,+497.2E-03,+167.0310583E-03
-496.5025E-06,+497.3E-03,+167.0701210E-03
-496.0025E-06,+497.4E-03,+167.1091837E-03
-495.5025E-06,+497.4E-03,+167.1482464E-03
-495.0025E-06,+497.5E-03,+167.1873091E-03
-494.5025E-06,+497.6E-03,+167.2652412E-03
-494.0025E-06,+497.6E-03,+167.3433666E-03
-493.5025E-06,+497.7E-03,+167.4214919E-03
-493.0025E-06,+497.7E-03,+167.4996173E-03
-492.5025E-06,+497.8E-03,+167.5777427E-03
-492.0025E-06,+497.9E-03,+167.6558681E-03
-491.5025E-06,+497.9E-03,+167.7339935E-03
-491.0025E-06,+498.0E-03,+167.8121189E-03
-490.5025E-06,+498.1E-03,+167.8902443E-03
-490.0025E-06,+498.1E-03,+167.9683697E-03
-489.5024E-06,+498.2E-03,+168.0464951E-03
-489.0024E-06,+498.2E-03,+168.1246205E-03
-488.5024E-06,+498.3E-03,+168.2027459E-03
-488.0024E-06,+498.4E-03,+168.2808713E-03
-487.5024E-06,+498.4E-03,+168.3589966E-03
-487.0024E-06,+498.5E-03,+168.4371220E-03
-486.5024E-06,+498.6E-03,+168.5152474E-03
-486.0024E-06,+498.6E-03,+168.5933728E-03
-485.5024E-06,+498.7E-03,+168.6714982E-03
-485.0024E-06,+498.7E-03,+168.7496236E-03
-484.5024E-06,+498.9E-03,+168.7888758E-03
-484.0024E-06,+499.0E-03,+168.8279385E-03
-483.5024E-06,+499.1E-03,+168.8670011E-03
-483.0024E-06,+499.2E-03,+168.9060638E-03
-482.5024E-06,+499.4E-03,+168.9451265E-03
-482.0024E-06,+499.5E-03,+168.9841892E-03
-481.5024E-06,+499.6E-03,+169.0232519E-03
-481.0024E-06,+499.7E-03,+169.0623146E-03
-480.5024E-06,+499.9E-03,+169.1013773E-03
-480.0024E-06,+500.0E-03,+169.1404400E-03
-479.5024E-06,+500.3E-03,+169.2183779E-03
-479.0024E-06,+500.6E-03,+169.2965033E-03
-478.5024E-06,+500.9E-03,+169.3746287E-03
-478.0024E-06,+501.2E-03,+169.4527541E-03
-477.5024E-06,+501.6E-03,+169.5308795E-03
-477.0024E-06,+501.9E-03,+169.6090049E-03
