x-axis,1
second,Volt
-16.6000E-06,-8.3300781250E+00
-16.4000E-06,-8.3300781250E+00
-16.2000E-06,-8.3593750000E+00
-16.0000E-06,-8.3496093750E+00
-15.8000E-06,-8.3300781250E+00
-15.6000E-06,-8.3398437500E+00
-15.4000E-06,-8.3398437500E+00
-15.2000E-06,-8.3496093750E+00
-15.0000E-06,-8.3496093750E+00
-14.8000E-06,-8.3300781250E+00
-14.6000E-06,-8.3300781250E+00
-14.4000E-06,-8.3203125000E+00
-14.2000E-06,-8.3300781250E+00
-14.0000E-06,-8.3300781250E+00
-13.8000E-06,-8.3398437500E+00
-13.6000E-06,-8.3398437500E+00
-13.4000E-06,-8.3300781250E+00
-13.2000E-06,-8.3203125000E+00
-13.0000E-06,-8.3203125000E+00
-12.8000E-06,-8.3300781250E+00
-12.6000E-06,-8.3300781250E+00
-12.4000E-06,-8.3398437500E+00
-12.2000E-06,-8.3300781250E+00
-12.0000E-06,-8.3300781250E+00
-11.8000E-06,-8.3300781250E+00
-11.6000E-06,-8.3398437500E+00
-11.4000E-06,-8.3203125000E+00
-11.2000E-06,-8.3398437500E+00
-11.0000E-06,-8.3203125000E+00
-10.8000E-06,-8.3398437500E+00
-10.6000E-06,-8.3496093750E+00
-10.4000E-06,-8.3398437500E+00
-10.2000E-06,-8.3300781250E+00
-10.000E-06,-8.3398437500E+00
-9.8000E-06,-8.3300781250E+00
-9.6000E-06,-8.3398437500E+00
-9.4000E-06,-8.3398437500E+00
-9.2000E-06,-8.3398437500E+00
-9.0000E-06,-8.3398437500E+00
-8.8000E-06,-8.3203125000E+00
-8.6000E-06,-8.3398437500E+00
-8.4000E-06,-8.3398437500E+00
-8.2000E-06,-8.3398437500E+00
-8.0000E-06,-8.3300781250E+00
-7.8000E-06,-8.3203125000E+00
-7.6000E-06,-8.3398437500E+00
-7.4000E-06,-8.3300781250E+00
-7.2000E-06,-8.3593750000E+00
-7.0000E-06,-8.3398437500E+00
-6.8000E-06,-8.3593750000E+00
-6.6000E-06,-8.3496093750E+00
-6.4000E-06,-8.3300781250E+00
-6.2000E-06,-8.3398437500E+00
-6.0000E-06,-8.3203125000E+00
-5.8000E-06,-8.3496093750E+00
-5.6000E-06,-8.3496093750E+00
-5.4000E-06,-8.3398437500E+00
-5.2000E-06,-8.3496093750E+00
-5.0000E-06,-8.3203125000E+00
-4.8000E-06,-8.3398437500E+00
-4.6000E-06,-8.3203125000E+00
-4.4000E-06,-8.3398437500E+00
-4.2000E-06,-8.3300781250E+00
-4.0000E-06,-8.3300781250E+00
-3.8000E-06,-8.3300781250E+00
-3.6000E-06,-8.3398437500E+00
-3.4000E-06,-8.3398437500E+00
-3.2000E-06,-8.3300781250E+00
-3.0000E-06,-8.3300781250E+00
-2.8000E-06,-8.3203125000E+00
-2.6000E-06,-8.3398437500E+00
-2.4000E-06,-8.3300781250E+00
-2.2000E-06,-8.3300781250E+00
-2.0000E-06,-8.3398437500E+00
-1.8000E-06,-8.3203125000E+00
-1.6000E-06,-8.3398437500E+00
-1.4000E-06,-8.3300781250E+00
-1.2000E-06,-8.3398437500E+00
-1.0000E-06,-8.3398437500E+00
-800.0E-09,-8.3203125000E+00
-600.0E-09,-8.3300781250E+00
-400.0E-09,-8.3398437500E+00
-200.0E-09,-8.3300781250E+00
+0.0E+00,-8.3496093750E+00
+200.0E-09,-8.3203125000E+00
+400.0E-09,-8.3203125000E+00
+600.0E-09,-8.3203125000E+00
+800.0E-09,-8.3007812500E+00
+1.000E-06,-8.2226562500E+00
+1.2000E-06,-8.1640625000E+00
+1.4000E-06,-8.1347656250E+00
+1.6000E-06,-8.0566406250E+00
+1.8000E-06,-7.9687500000E+00
+2.0000E-06,-7.8320312500E+00
+2.2000E-06,-7.7539062500E+00
+2.4000E-06,-7.6562500000E+00
+2.6000E-06,-7.4902343750E+00
+2.8000E-06,-7.4121093750E+00
+3.0000E-06,-7.2558593750E+00
+3.2000E-06,-7.1093750000E+00
+3.4000E-06,-7.0312500000E+00
+3.6000E-06,-6.8359375000E+00
+3.8000E-06,-6.6894531250E+00
+4.0000E-06,-6.5234375000E+00
+4.2000E-06,-6.3769531250E+00
+4.4000E-06,-6.2402343750E+00
+4.6000E-06,-6.0546875000E+00
+4.8000E-06,-5.9179687500E+00
+5.0000E-06,-5.7421875000E+00
+5.2000E-06,-5.5859375000E+00
+5.4000E-06,-5.3710937500E+00
+5.6000E-06,-5.1953125000E+00
+5.8000E-06,-5.0195312500E+00
+6.0000E-06,-4.9511718750E+00
+6.2000E-06,-4.6972656250E+00
+6.4000E-06,-4.5312500000E+00
+6.6000E-06,-4.3847656250E+00
+6.8000E-06,-4.2382812500E+00
+7.0000E-06,-4.0234375000E+00
+7.2000E-06,-3.9062500000E+00
+7.4000E-06,-3.7402343750E+00
+7.6000E-06,-3.5742187500E+00
+7.8000E-06,-3.3886718750E+00
+8.0000E-06,-3.2128906250E+00
+8.2000E-06,-3.0664062500E+00
+8.4000E-06,-2.8417968750E+00
+8.6000E-06,-2.6757812500E+00
+8.8000E-06,-2.4902343750E+00
+9.0000E-06,-2.3632812500E+00
+9.2000E-06,-2.1972656250E+00
+9.4000E-06,-2.0312500000E+00
+9.6000E-06,-1.8652343750E+00
+9.8000E-06,-1.7675781250E+00
+10.000E-06,-1.5429687500E+00
+10.2000E-06,-1.3964843750E+00
+10.4000E-06,-1.2792968750E+00
+10.6000E-06,-1.0546875000E+00
+10.8000E-06,-1.0351562500E+00
+11.0000E-06,-859.3750000E-03
+11.2000E-06,-722.6562500E-03
+11.4000E-06,-527.3437500E-03
+11.6000E-06,-410.1562500E-03
+11.8000E-06,-273.4375000E-03
+12.0000E-06,-136.7187500E-03
+12.2000E-06,-39.0625000E-03
+12.4000E-06,+107.4218750E-03
+12.6000E-06,+263.6718750E-03
+12.8000E-06,+361.3281250E-03
+13.0000E-06,+468.7500000E-03
+13.2000E-06,+625.0000000E-03
+13.4000E-06,+751.9531250E-03
+13.6000E-06,+810.5468750E-03
+13.8000E-06,+976.5625000E-03
+14.0000E-06,+1.0351562500E+00
+14.2000E-06,+1.1425781250E+00
+14.4000E-06,+1.2500000000E+00
+14.6000E-06,+1.3964843750E+00
+14.8000E-06,+1.4550781250E+00
+15.0000E-06,+1.5625000000E+00
+15.2000E-06,+1.6894531250E+00
+15.4000E-06,+1.7285156250E+00
+15.6000E-06,+1.8652343750E+00
+15.8000E-06,+1.9628906250E+00
